Type de chauffage,
,
a,Autre (non électrique)
ed,Électrique dispersé
ec,Électrique central
ec15,"Élect. central, unité 15 kW"
ec20,"Élect. central, unité 20 kW"
ec25,"Élect. central, unité 25 kW"
ec30,"Élect. central, unité 30 kW"
,
,
,
,
